DATE,DESTINATION,PAX,AMOUNT,TOTAL,AGENCY
08/01/2023,PPC-EN,7,500,3500,MILAN
08/01/2023,PPC-EN,3,500,1500,MILAN
08/01/2023,EN-PPC,2,1200,300,VELLAGO
08/01/2023,EN-PPC,4,500,2000,MILAN
08/01/2023,EN-PPC,2,500,1000,MILAN
08/01/2023,PPC-EN,2,PRIVATE,5000,CORAZON TRAVEL AND TOURS
08/01/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
08/01/2023,EN-PPC,4,500,2000,MILAN
08/01/2023,EN-PPC,6,PRIVATE,5000,MILAN
08/01/2023,PPC-EN,4,500,2000,MILAN
08/01/2023,EN-PPC,3,PRIVATE,5500, ST.JOHN
08/01/2023,SEA COCOON-PORT,4,500,2000,MILAN
08/01/2023,DROP ITI,2,1200,300,VELLAGO
08/01/2023,PPC-EN,10,PRIVATE,5000,MILAN
08/01/2023,EN-PPC,1,500,500,FRENDZ
08/01/2023,PPC-EN,3,500,1500,MILAN
08/01/2023,EN-PPC,2,500,1000,MILAN
09/01/2023,EN-PPC,2,450,900,FHERL TO MARVIN
09/01/2023,PICK ITI,2,1200,300,VELLAGO
09/01/2023,PPC-EN,3,500,1500,MILAN
09/01/2023,PICK ITI,3,PRIVATE,1000,BAYVIEW
09/01/2023,PICK ITI,4,PRIVATE,1000,BAYVIEW
09/01/2023,EN-PPC,2,500,1000,FRENDZ
09/01/2023,EN-PPC,2,500,1000,MILAN
09/01/2023,PPC-EN,1,450,450,MARVIN TO FHERL
09/01/2023,PICK ITI,2,1200,300,VELLAGO
09/01/2023,PPC-EN,11+2,PRIVATE,6000,MILAN
09/01/2023,PPC-EN,1,450,450,MARVIN TO FHERL
09/01/2023,EN-PPC,2,450,900,JHEOFREY TO FHERL
09/01/2023,PICK ITI,2,1200,300,VELLAGO
09/01/2023,PPC-EN,7,500,3500,MILAN
09/01/2023,EN-PPC,5+1,500,2500,MILAN
09/01/2023,PPC-EN,2,500,1000,MILAN
09/01/2023,PICK ITI,3,450,1350,JHEOFREY TO FHERL
09/01/2023,DROP ITI,2,1200,300,VELLAGO
09/01/2023,PPC-EN,2,500,1000,MILAN
09/01/2023,PPC-EN,2,500,1000,ROCK VIEW
09/01/2023,EN-PPC,19,PRIVATE,10000,MILAN
09/01/2023,PPC-EN,4,500,2000,MILAN
09/01/2023,PICK ITI,3,2100,600,VELLAGO
09/01/2023,PPC-EN,2,500,1000,MILAN
09/01/2023,EN-PPC,2,500,1000,ONE EL NIDO SUITE
09/01/2023,DROP ITI,1,charge-900,,VELLAGO
09/01/2023,PICK ITI,2,1200,300,VELLAGO
09/01/2023,PPC-EN,6,500,3000,MILAN
09/01/2023,EN-PPC,4,500,2000,MILAN
09/01/2023,EN-PPC,2,1200,300,VELLAGO
09/01/2023,EN-PPC,4,500,2000,MILAN
09/01/2023,FAITH RICA,2,450,900,JHEOFREY TO FHERL
09/01/2023,PPC-EN,2+1,500,1500,MILAN
09/01/2023,PPC-EN,8+1,500,4000,MILAN
09/01/2023,EN-PPC,12,PRIVATE,5000,MILAN
09/01/2023,EN-PPC,3,500,1500,MILAN
09/01/2023,PPC-EN,2,500,1000,MILAN
09/01/2023,PICK ITI,7,500,3500,MILAN
09/01/2023,EN-PPC,1,500,500,MILAN
09/01/2023,EN-PPC,12,6000,,DA ROCK
09/01/2023,,2,500,1000,MILAN
09/01/2023,LOLOBOB,2,500,1000,MILAN
09/01/2023,EN-PPC,2,500,1000,FRENDZ
09/01/2023,EN-PPC,1,500,500,FRENDZ
09/01/2023,EN-PPC,2,500,1000,MILAN
09/01/2023,EN-PPC,4,500,2000,MILAN
09/01/2023,PPC-TAYTAY,2,500,1000,MILAN
09/01/2023,PICK ITI,2,450,900,MARVIN TO FHERL
09/01/2023,PPC-EN,2,500,1000,MILAN
09/01/2023,TO SAN VICENTE,2,600,1200,ONE EL NIDO SUITE
09/01/2023,EN-PPC,2,500,1000,MILAN
10/01/2023,PPC-EN,5+2,500,2500,MILAN
10/01/2023,TOUR A,4,,3200,CORAZON TRAVEL AND TOURS
10/01/2023,PICK ITI,5,PRIVATE,1000,CORAZON TRAVEL AND TOURS
10/01/2023,PICK ITI,2,1200,300,VELLAGO
10/01/2023,PPC-EN,6,500,3000,MILAN
10/01/2023,DROP ITI,2,1400,400,VELLAGO
10/01/2023,PPC-EN,7,500,3500,MILAN
10/01/2023,DROP ITI,4,PRIVATE,1000,CORAZON TRAVEL AND TOURS
10/01/2023,PICK ITI,1,1200,300,VELLAGO
10/01/2023,PPC-EN,20,PRIVATE,10000,MILAN
10/01/2023,PPC-EN,2,500,1000,ROCK VIEW
10/01/2023,EN-PPC,1,500,500,FRENDZ
10/01/2023,R.PALM,2,450,,FHERL TO MARVIN
10/01/2023,LIME,2,450,900,JHEOFREY TO FHERL
10/01/2023,EN-PPC,5,500,2500,MILAN
10/01/2023,PPC-EN,2,500,1000,MILAN
10/01/2023,EN-PPC,7+4,PRIVATE,5000,MILAN
10/01/2023,EN-PPC,2,500,1000,MILAN
10/01/2023,PPC-EN,5,500,2500,MILAN
10/01/2023,DROP JETTY LOUNGE,1,charge-900,,VELLAGO
10/01/2023,PPC-EN,2,500,1000,MILAN
10/01/2023,PPC-EN,,PRIVATE,4500,BAYVIEW
10/01/2023,EN-PPC,2,500,1000,FRENDZ
10/01/2023,EN-PPC,11,PRIVATE,5000,MILAN
10/01/2023,PPC-EN,5,500,2500,MILAN
10/01/2023,EN-PPC,6,500,3000,MILAN
10/01/2023,DROP ITI,20,PRIVATE,10000,MILAN
10/01/2023,EN-PPC,2,500,1000,CORAZON TRAVEL AND TOURS
10/01/2023,CORAZON,1,450,450,GFS TRAVELISTA
10/01/2023,PPC-EN,2,500,1000,MILAN
10/01/2023,PPC-EN,5+1,500,2500,MILAN
10/01/2023,PICK ITI,2,1200,300,VELLAGO
10/01/2023,MARYGOLD,2,450,900,BAYET TO FHERL
10/01/2023,PPC-EN,7+1,500,3500,MILAN
10/01/2023,ROBINSON,3,500,1500,CASA HENERAL
10/01/2023,PPC-EN,2,500,1000,CORAZON TRAVEL AND TOURS
10/01/2023,EN-PPC,3,500,1500,FRENDZ
10/01/2023,PPC-BARTON,2,300,600,PASAKAY NI VINCENT
10/01/2023,PPC-EN,7,500,3500,MILAN
10/01/2023,EN-PPC,5+1,500,2500,MILAN
10/01/2023,PPC-EN,2,500,1000,MILAN
10/01/2023,PPC-EN,2,1200,300,VELLAGO
10/01/2023,PPC-EN,2,500,1000,MILAN
10/01/2023,PICK ITI,2,PRIVATE,1000,BAYVIEW
10/01/2023,CUNA,3,500,1500,MILAN
10/01/2023,PICK ITI,2,1200,300,VELLAGO
10/01/2023,PPC-EN,6,500,3000,MILAN
10/01/2023,EN-PPC,1,500,500,FRENDZ
10/01/2023,PPC-EN,2,500,1000,FRENDZ
10/01/2023,EN-PPC,4,500,2000,MILAN
10/01/2023,DROP ITI,2,1200,300,VELLAGO
10/01/2023,EN-PPC,2,500,1000,MILAN
10/01/2023,PPC-EN,2,1200,300,VELLAGO
10/01/2023,PPC-EN,2,500,1000,MILAN
10/01/2023,EN-PPC,3,500,1500,CORAZON TRAVEL AND TOURS
10/01/2023,EN-PPC,2,500,1000,BAYVIEW
10/01/2023,DROP ITI,2,1200,300,VELLAGO
10/01/2023,PPC-EN,5+1,500,2500,MILAN
11/01/2023,PPC-EN,2,1200,300,VELLAGO
11/01/2023,PPC-EN,1,500,500,MILAN
11/01/2023,PPC-EN,4,500,2000,CASA HENERAL
11/01/2023,PPC-EN,3,500,1500,ONE EL NIDO SUITE
11/01/2023,PPC-EN,3,500,1500,CORAZON TRAVEL AND TOURS
11/01/2023,SALVACION-EN,2,450,900,FHERL
11/01/2023,EN-PPC,1,500,500,FRENDZ
11/01/2023,EN-PPC,4,500,2000,FRENDZ
11/01/2023,DROP ITI,5,PRIVATE,1000,MILAN
11/01/2023,EN-PPC,4,500,2000,MILAN
11/01/2023,PPC-EN,1,PRIVATE,300,ELNIDO BAYVIEW RESORT
11/01/2023,DROP TO PORT,2,800,200,VELLAGO
11/01/2023,PPC-EN,2,500,1000,MILAN
11/01/2023,,NONE,,,BOGS
11/01/2023,MILAN,4,450,1800,FHERL 
11/01/2023,EN-PPC,4+1,PRIVATE,5000,MILAN
11/01/2023,PPC-EN,2,500,1000,MILAN
11/01/2023,PPC-EN,2,PRIVATE,1000,ELNIDO BAYVIEW RESORT
11/01/2023,EN-PPC,2,450,900,JHEOFREY TO FHERL
11/01/2023,PICK ITI,2,1200,300,VELLAGO
11/01/2023,PPC-EN,7,500,3500,MILAN
11/01/2023,EN-JOINER,11,5200,,BOGS
11/01/2023,PPC-JOINER,10,4850,5550,BOGS
11/01/2023,EN-PPC,2,500,1000,ONE EL NIDO SUITE
11/01/2023,PPC-EN,2,500,1100,CORAZON TRAVEL AND TOURS
11/01/2023,EN-PPC,2,500,1000,BAYVIEW
11/01/2023,EN-PPC,1,500,500,FRENDZ
11/01/2023,PPC-EN,2,500,1000,MILAN
11/01/2023,PPC-EN,4,500,2000,MILAN
11/01/2023,PPC-EN,10,500,5000,MILAN
11/01/2023,EN-PPC,1,PRIVATE,1000,ELNIDO BAYVIEW RESORT
11/01/2023,DROP ITI,2,1200,300,VELLAGO
11/01/2023,PPC-EN,2,500,1000,MILAN
11/01/2023,PPC-JOINER,12,5950,5840,BOGS
11/01/2023,NACPAN,4,3000,,BOGS
11/01/2023,EN-PRIVATE,3,2000,,BOGS
11/01/2023,EN-PPC,1,500,500,FRENDZ
11/01/2023,EN-PPC,2,500,1000,MILAN
11/01/2023,EN-PPC,6+1,500,3000,MILAN
11/01/2023,PPC-EN,2,1200,300,VELLAGO
11/01/2023,PPC-EN,12,PRIVATE,5000,MILAN
11/01/2023,PPC -EN,8,PRIVATE,5000,CASA HENERAL
11/01/2023,PPC-JOINER,11,4500,5725,BOGS
11/01/2023,ITI,15,1100,,BOGS
11/01/2023,EN-PPC,6,PRIVATE,5500,CORAZON TRAVEL AND TOURS
11/01/2023,EN-PPC,1,500,500,BAYVIEW
11/01/2023,EN-PPC,1,500,500,FRENDZ
11/01/2023,PPC-EN,8,450,3600,PASAKAY NI VINCENT
11/01/2023,MILAN,1,450,450,GFS TRAVELISTA
11/01/2023,PICK ITI,2,1200,300,VELLAGO
11/01/2023,PPC-EN,4,500,2000,MILAN
11/01/2023,EN-PPC,2,500,1000,ELNIDO BAYVIEW RESORT
11/01/2023,EN-PPC,2,450,900,JHEOFREY TO FHERL
11/01/2023,PPC-EN,8,500,4000,MILAN
11/01/2023,EN-PRIVATE,3,5000,,BOGS
11/01/2023,PPC-PRIVATE,6,5000,5450,BOGS
11/01/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
11/01/2023,EN-PPC,2,500,1000,ELNIDO BAYVIEW RESORT
11/01/2023,DROP ITI,1,charge-900,,VELLAGO
11/01/2023,PPC-EN,3,500,1500,MILAN
11/01/2023,EN-PPC,2,500,1000,BAYVIEW
11/01/2023,,,,PAID,EVA
11/01/2023,BLUE MANGO,2,450,900,GFS TRAVELISTA
11/01/2023,EN-PPC,2,500,1000,ELNIDO BAYVIEW RESORT
11/01/2023,DROP ITI,4,7000,2000,VELLAGO
11/01/2023,PPC-EN,2,500,1000,MILAN
11/01/2023,EN-PPC,2,1200,300,VELLAGO
11/01/2023,EN-PPC,3,500,1500,MILAN
11/01/2023,,NONE,,,BOGS
11/01/2023,EN-PPC,2,500,1100,CORAZON TRAVEL AND TOURS
11/01/2023,VIRGINIA,2,500,1000,MILAN
11/01/2023,PPC-EN,2,450,900,PASAKAY NI VINCENT
11/01/2023,EN-PPC,2,PRIVATE,1000,ELNIDO BAYVIEW RESORT
11/01/2023,PPC-EN,6,500,3000,MILAN
11/01/2023,PPC-JOINER,11,5250,5800,BOGS
11/01/2023,PORT BARTON,2,600,1200,DOUBLEGEM
12/01/2023,EN-PPC,4,500,2000,MILAN
12/01/2023,PPC-PRIVATE,11,5500,6110,BOGS
12/01/2023,NACPAN,10,3000,,BOGS
12/01/2023,VELLAGO,2,450,,FHERL
12/01/2023,PICK ITI,1,charge=900,,VELLAGO
12/01/2023,PPC-EN,2,500,1000,MILAN
12/01/2023,EN-PPC,2,500,1000,MILAN
12/01/2023,EN-PPC,6,500,3000,MILAN
12/01/2023,EN-PPC,8,500,4000,MILAN
12/01/2023,PPC-EN,6,1200,300,EVA
12/01/2023,EN-PPC (PREV.),8+1,500,4000,BAYVIEW
12/01/2023,LIME,2,450,900,JHEOFREY TO FHERL
12/01/2023,PICK ITI,2,1200,300,VELLAGO
12/01/2023,PPC-EN,10+2,PRIVATE,5000,MILAN
12/01/2023,EN-PPC,1,550,550, ST.JOHN
12/01/2023,MILAN,2,450,900,GFS TRAVELISTA
12/01/2023,PICK ITI,2,1200,300,VELLAGO
12/01/2023,PPC-EN,7+4,PRIVATE,5000,MILAN
12/01/2023,EN-PPC,5,500,2500,MILAN
12/01/2023,PPC-EN,2,500,1000,MILAN
12/01/2023,PPC-EN,2,900,1800,MILAN
12/01/2023,PICK ITI,7,500,3500,MILAN
12/01/2023,EN-PPC,2,500,1000,BAYVIEW
12/01/2023,DROP ITI,6,PRIVATE,1000,DOUBLEGEM
12/01/2023,DROP ITI,6,PRIVATE,1000,DOUBLEGEM
12/01/2023,EN-PPC,2,500,1000,MILAN
12/01/2023,MILAN,4,450,1800,MARK
12/01/2023,EN-PPC,2,450,900,ROLANDO aka INSTEK
12/01/2023,PPC-EN,8,500,4000,MILAN
12/01/2023,EN-PPC,2,500,1000,BAYVIEW
12/01/2023,RODRIGUEZ,2,450,900,JHEOFREY TO FHERL
12/01/2023,AMAKAN,2,450,900,FHERL TO TRIPI
12/01/2023,AMAKAN,2,450,900,FHERL TO TRIPI
12/01/2023,PICK ITI,2,1200,300,VELLAGO
12/01/2023,PPC-EN,4,500,2000,MILAN
12/01/2023,EN-PPC,2,550,1100, ST.JOHN
12/01/2023,PICK ITI,2,500,1000,MILAN
12/01/2023,EN-PPC,8,500,4000,BAYVIEW
12/01/2023,BEBELADAN,2+1,PRIVATE,2500,DOUBLEGEM
12/01/2023,BEBELADAN,2+1,PRIVATE,2500,DOUBLEGEM
12/01/2023,BEBELADAN,2+1,PRIVATE,2500,DOUBLEGEM
12/01/2023,ROSANNAS,2,450,900,JHEOFREY TO FHERL
12/01/2023,ST JOHN,2,450,900,FHERL TO TRIPI
12/01/2023,ST JOHN,2,450,900,FHERL TO TRIPI
12/01/2023,PPC-EN,2,500,1000,MILAN
12/01/2023,PICK-ITI,4,PRIVATE,1000, ST.JOHN
12/01/2023,PORT BARTON,2,550,1100, ST.JOHN
12/01/2023,PPC-EN,2,450,900,FHERL TO TRIPI
12/01/2023,BLUE MANGO,2,450,900,FHERL TO TRIPI
12/01/2023,DROP ITI,2,1200,300,VELLAGO
12/01/2023,PPC-EN,3,500,1500,MILAN
12/01/2023,DROP ITI,9,PRIVATE,1000,MILAN
12/01/2023,PPC-EN,2+1,500,1500,MILAN
12/01/2023,EN-PPC,7,500,3500,MILAN
12/01/2023,DROP ITI,2,PRIVATE,1000,CORAZON TRAVEL AND TOURS
12/01/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
12/01/2023,EN-BULUL,2,450,900,RONEL
12/01/2023,EN-PPC,1,500,500,FRENDZ
12/01/2023,VINCENT,3,500,1500,BAYVIEW
12/01/2023,PICK CHARLIE,7,500,3500,BAYVIEW
12/01/2023,PIER,1,1200,300,VELLAGO
12/01/2023,PPC-EN,3,PRIVATE,1000,DOUBLEGEM
12/01/2023,PPC-EN,4,450,1800,ELME
12/01/2023,PICK ITI,3,PRIVATE,1000,MILAN
12/01/2023,DROP ITI,2,1200,300,VELLAGO
12/01/2023,MIAS PLACE,2,450,900,BAYET TO FHERL
12/01/2023,PPC-EN,2,500,1000,MILAN
12/01/2023,TERRA S.,1,450,450,GFS TRAVELISTA
12/01/2023,DROP ITI,5,500,2500,MILAN
12/01/2023,EN-PPC,2,500,1000,MILAN
12/01/2023,DROP ITI,6,450,2700,FHERL
12/01/2023,EN-PPC,2,500,1000,BAYVIEW
12/01/2023,AMAKAN,1,450,450,FHERL TO TRIPI
12/01/2023,AMAKAN,1,450,450,FHERL TO TRIPI
12/01/2023,CHARLIES,3,PLUS 500,1850,BAYET TO FHERL
12/01/2023,EN-PPC,1,500,500,MILAN
12/01/2023,LOLO OYONG,2,450,900,RONEL
12/01/2023,EN-PPC,1,500,500,FRENDZ
01/02/2023,VINCENT,2,500,1000,BAYVIEW
01/02/2023,EN-PPC,1,500,500,DOUBLEGEM
01/02/2023,PPC-EN,2,500,1000,DOUBLEGEM
01/02/2023,EN-PPC,1,500,500,DOUBLEGEM
01/02/2023,PPC-EN,2,500,1000,DOUBLEGEM
01/02/2023,DROP ITI,2,1200,300,VELLAGO
01/02/2023,PPC-EN,21,PRIVATE,10000,MILAN
01/02/2023,PICK ITI,2,PRIVATE,1200,CORAZON TRAVEL AND TOURS
01/02/2023,PPC-EN,8,PRIVATE,5500,CORAZON TRAVEL AND TOURS
01/02/2023,PORT BARTON,2,600,1200,DOUBLEGEM
01/02/2023,PPC-EN,3,500,1500,MILAN
01/02/2023,EN-PPC,6,500,3000,MILAN
01/02/2023,PPC-EN,2,1200,300,VELLAGO
01/02/2023,EN-PPC,2,PRIVATE,1000,BAYVIEW
01/02/2023,EN-PPC,5,500,2500,DOUBLEGEM
02/02/2023,PPC-EN,2,PRIVATE,5000,BAYVIEW
02/02/2023,PPC-EN PORT WALEY,2,450,900,ROLANDO aka INSTEK
02/02/2023,,,,2900,PASAKAY NI VINCENT
02/02/2023,MILAN,2,450,900,GFS TRAVELISTA
02/02/2023,PORT BARTON,2,600,1200,DOUBLEGEM
02/02/2023,PICK ITI,2,1200,300,VELLAGO
02/02/2023,EN-PPC,12,PRIVATE,5500,MILAN
02/02/2023,PPC-EN,4,500,2000,MILAN
02/02/2023,EN-JOINER,7,3400,,BOGS
02/02/2023,EN-JOINER,11,5600,,ARMAN
02/02/2023,PPC-PRIVATE,2,5000,4700,JOSEPH
02/02/2023,EN-PRIVATE,12,5500,,JOSEPH
02/02/2023,EN-PPC,2,PRIVATE,5000,BAYVIEW
02/02/2023,EN-PPC,2,500,1000,MILAN
02/02/2023,PPC-EN,6,500,3000,MILAN
02/02/2023,EN-PPC,4,500,2000,BAYVIEW
02/02/2023,EN-PPC,2,2200,4400,DMC TRAVCON TRAVEL AND TOURS
02/02/2023,NACPAN/PPC,2,500,1000,MILAN
03/02/2023,EN-PRIVATE,4,500,2000,ONE EL NIDO SUITE
03/02/2023,PPC-UR-SEDA LIO,6+2,PRIVATE,9000,CORAZON TRAVEL AND TOURS
03/02/2023,SHERYL MAY INN,2,450,900,MARK
03/02/2023,DROP ITI,4,PRIVATE,1000,BAYVIEW
03/02/2023,SOUTH ANCHORAGE,2,450,900,FHERL TO ANSLEY
03/02/2023,PPC-ALOCASIA,1,450,450,RONEL
03/02/2023,EN-PPC,3,500,1500,FRENDZ
03/02/2023,PPC-EN,2,450,900,PASAKAY NI VINCENT
03/02/2023,PICK -ITI,2,1200,300,VELLAGO
03/02/2023,EN-PPC,4,500,2000,MILAN
03/02/2023,PPC-JOINER,10,4500,4923,DA ROCK
03/02/2023,EN-JOINER,8,3800,,DA ROCK
03/02/2023,EN-JOINER,8,4000,,JUN BURNET
03/02/2023,PPC-JOINER,11,5250,,ARMAN
03/02/2023,PPC-UR-SEDA LIO,6+2,9000,1300,JOSEPH
03/02/2023,FRENDZ,1,450,450,FHERL
03/02/2023,PPC-EN,4,500,2000,MILAN
03/02/2023,PPC-EN,4,500,2000,MILAN
03/02/2023,EN-PBARTON,2,500,1000,DOUBLEGEM
04/02/2023,EN-PPC,9,550,4950, ST.JOHN
04/02/2023,MILAN,2,450,900,FHERL
04/02/2023,PPC-EN,2,500,1000,MILAN
04/02/2023,PPC-EN,4,500,2000,FRENDZ
04/02/2023,PICK ITI,2,500,1000,MILAN
05/02/2023,PPC-EN,2,PRIVATE,5000,CORAZON TRAVEL AND TOURS
05/02/2023,CARISSA,6,450,2700,GFS TRAVELISTA
05/02/2023,EN-PPC,3,500,1500,DOUBLEGEM
05/02/2023,PPC-EN,3,PRIVATE,5000,MILAN
05/02/2023,MCDO,2,500,1000,MILAN
05/02/2023,PICK ITI,8,500,4000,MILAN
06/02/2023,EN-PRIVATE,2,450,900,ELME
06/02/2023,PICK ITI,4,PRIVATE,1000,BAYVIEW
06/02/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
06/02/2023,EN-PPC,8,PRIVATE,5000,MILAN
06/02/2023,PPC-EN,7+1,500,3500,MILAN
06/02/2023,EN-PPC,10,PRIVATE,5000,MILAN
06/02/2023,EN-PPC,12,PRIVATE,5000,MILAN
06/02/2023,PPC-EN,4+3,PRIVATE,600,BAYVIEW
06/02/2023,ERNIE,2,500,1000,MILAN
06/02/2023,EN-PPC,12,PRIVATE,5000,MILAN
07/02/2023,CORAZON,2,500,1000,WE GO TRAVEL AND TOURS
07/02/2023,PPC-EN,2+1,500,1000,MILAN
07/02/2023,EN-PPC,1,500,500,FRENDZ
07/02/2023,EN BEACH,2,450,2250,FHERL TO MARVIN
07/02/2023,DROP ITI,1,charge-900,,VELLAGO
07/02/2023,PPC-EN,4,500,2000,MILAN
07/02/2023,PPC-EN,3,500,1500,MILAN
07/02/2023,DROP ITI,6,500,3000,MILAN
07/02/2023,PICK ITI,2,450,900,FHERL 
07/02/2023,PPC-EN,2,charge=900,,VELLAGO
07/02/2023,PPC-EN,2,PRIVATE,1000,BAYVIEW
08/02/2023,PPC-EN,2,1200,300,VELLAGO
08/02/2023,PPC-EN,4,PRIVATE,5000,MILAN
08/02/2023,FRENDZ,2,450,900,FHERL
08/02/2023,DROP ITI,5,1500,300,VELLAGO
08/02/2023,PPC-EN,2,500,1000,MILAN
08/02/2023,PPC-EN,4,500,2000,MILAN
08/02/2023,EN-PPC,2,500,1000,MILAN
08/02/2023,PPC-EN,6,PRIVATE,5000,MILAN
08/02/2023,EN-PPC,2,500,1000,ONE EL NIDO SUITE
08/02/2023,ASTORIA-EN,1,500,500,ROCK VIEW
09/02/2023,MILAN,2,450,900,FHERL TO MARVIN
09/02/2023,EN-PPC,2,500,1000,MILAN
09/02/2023,EN-PPC,1,500,500,FRENDZ
09/02/2023,DROP ITI,2,450,900,MILAN
09/02/2023,EN-PPC,2,500,1000,MILAN
09/02/2023,EN-PPC,3,500,1500,MILAN
09/02/2023,EN-PPC,NONE,,,JUN BURNET
09/02/2023,ITI,3,450,1350,ELME
10/02/2023,EN-PPC,2,1200,300,VELLAGO
10/02/2023,PPC-EN,8,500,4000,MILAN
10/02/2023,EN-PPC,2,500,1000,CORAZON TRAVEL AND TOURS
10/02/2023,MILAN,2,450,900,GFS TRAVELISTA
10/02/2023,EN-PPC,2,500,1000,MILAN
10/02/2023,PPC-EN,4,500,2000,MILAN
10/02/2023,DROP ITI,3,PRIVATE,1000,MILAN
10/02/2023,EN-PPC,4,500,2000,MILAN
10/02/2023,DROP ITI,2,500,1000,MILAN
10/02/2023,PPC-EN,18,500,9000,MILAN
10/02/2023,PICK ITI,2,1200,300,VELLAGO
10/02/2023,PPC-EN,2,450,450,FHERL TO MARVIN
11/02/2023,DROP ITI,4,PRIVATE,1000,ELNIDO BAYVIEW RESORT
11/02/2023,SAN VICENTE-EN,15+1,PRIVATE,6000,MILAN
11/02/2023,ENVI/LAGOON FEE,3,400,1200,DMC TRAVCON TRAVEL AND TOURS
11/02/2023,EN-PPC,1,500,500,FRENDZ
11/02/2023,EN-PPC,2,500,1000,MILAN
11/02/2023,EN-PPC,15,PRIVATE,6000,MILAN
11/02/2023,EN-PPC,2,500,1000,DOUBLEGEM
11/02/2023,EN-PPC,2,1200,300,VELLAGO
11/02/2023,PPC-EN,2,500,1000,MILAN
11/02/2023,PICK ITI,4,500,2000,MILAN
12/02/2023,DROP ITI,2,450,900,JHEOFREY TO FHERL
12/02/2023,ONE EL,1,450,450,FHERL TO TRIPI
12/02/2023,ONE EL,1,450,450,FHERL TO TRIPI
12/02/2023,EN-SABANG,2,8000,2000,VELLAGO
12/02/2023,PPC-EN,8,500,4000,MILAN
12/02/2023,EN-PRIVATE,2,5000,,BOGS
12/02/2023,PPC-PRIVATE,11,5000,7400,BOGS
12/02/2023,P.BARTON,2,600,1200,DOUBLEGEM
12/02/2023,PPC-EN,3,500,1500,MILAN
12/02/2023,PPC-EN,6,500,3000,MILAN
12/02/2023,PICK ITI,8,PRIVATE,1000,CASA HENERAL
12/02/2023,DROP ITI,2,1200,300,VELLAGO
12/02/2023,PPC-EN,6,PRIVATE,600,DOUBLEGEM
12/02/2023,PIER,4,500,2000,MILAN
12/02/2023,PPC-PRIVATE,2,500,1000,MILAN
01/03/2023,MILAN,2+1,PRIVATE,1000,BAYVIEW
01/03/2023,DROP ITI,2,PRIVATE,1000,DOUBLEGEM
01/03/2023,DROP ITI,2,PRIVATE,1000,DOUBLEGEM
01/03/2023,DROP ITI,2,PRIVATE,1000,DOUBLEGEM
01/03/2023,PICK ITI,2,1200,300,VELLAGO
01/03/2023,EN-PPC,3+1,500,1500,MILAN
01/03/2023,DROP ITI,2,1200,300,VELLAGO
01/03/2023,PPC-EN,9,500,4500,MILAN
01/03/2023,EN-PPC,3,500,1500,MILAN
01/03/2023,PPC-EN,2,500,1000,MILAN
01/03/2023,PPC-EN,2,500,1000,MILAN
01/03/2023,PPC-PRIVATE,2,500,1000,FRENDZ
01/03/2023,FRENDZ,12+1,PRIVATE,5000,MILAN
02/03/2023,PPC-PRIVATE,2,500,1000,ONE EL NIDO SUITE
02/03/2023,EN-PPC,2,PRIVATE,7500,CORAZON TRAVEL AND TOURS
02/03/2023,CORAZON,2,PRIVATE,6000,FHERL
02/03/2023,EN-PPC,2,500,1000,BAYVIEW
02/03/2023,EN-PPC,2,450,900,ROLANDO aka INSTEK
02/03/2023,ONE EL NIDO,2,450,900,GFS TRAVELISTA
02/03/2023,SAN VICENTE,2,600,1200,DOUBLEGEM
02/03/2023,PICK ITI,2,1200,300,VELLAGO
02/03/2023,PPC-EN,11+1,PRIVATE,5000,MILAN
02/03/2023,PPC-PRIVATE,11+1,5000,5100,BOGS
02/03/2023,PPC-JOINER,11,5200,10070,ARMAN
02/03/2023,PPC-PRIVATE,6,4500,4650,JOSEPH
02/03/2023,EN-PRIVATE,10,5000,,JOSEPH
02/03/2023,DROP ITI,2,PRIVATE,1000, ST.JOHN
02/03/2023,CORAZON,3,450,1350,GFS TRAVELISTA
02/03/2023,DROP ITI,2,1200,300,VELLAGO
02/03/2023,EN-PPC,7,500,3500,MILAN
02/03/2023,PPC-EN,2,450,900,FHERL TO ANSLEY
02/03/2023,ROYAL PALM,2,500,1000,FRENDZ
02/03/2023,PPC-EN,2,PRIVATE,6000,FHERL
02/03/2023,PPC-EN,2,5000,,DA ROCK
03/03/2023,PPC-JOINER,2,500,1000,VELLAGO
03/03/2023,PPC-EN,2,550,1100, ST.JOHN
03/03/2023,PPC-EN,1,PRIVATE,5000,CORAZON TRAVEL AND TOURS
03/03/2023,LACASA,2,450,900,MARK
03/03/2023,PPC-EN,2,450,900,MARK
03/03/2023,EN-PPC,1,450,450,TARAWIS
03/03/2023,PICK ITI,2,PRIVATE,1000,BAYVIEW
03/03/2023,EN-PPC,3,500,1500,FRENDZ
03/03/2023,PPC-EN,6,450,2700,PASAKAY NI VINCENT
03/03/2023,MILAN,2,450,900,FHERL
03/03/2023,FRENDZ,3,450,1350,JUN PORT
03/03/2023,PPC-EN,4,500,2000,MILAN
03/03/2023,PPC-PRIVATE,1,5000,4750,DA ROCK
03/03/2023,EN-JOINER,8,4150,,DA ROCK
