DATE,DESTINATION,PAX,AMOUNT,TOTAL,AGENCY
07/17/2023,PICK ITI,2,1200,300,VELLAGO
07/18/2023,PPC-EN,5,500,2500,MILAN
07/18/2023,DROP ITI,5,1200,300,VELLAGO
07/18/2023,TERMINAL,5,450,2250,ELME
07/18/2023,PPC-EN,18+2,PRIVATE,10000,MILAN
07/18/2023,EN-PPC,4,500,2000,MILAN
07/19/2023,EN-PRIVATE,19,5000,,BOGS
07/20/2023,SEDA LIO,2,600,1200,RONEL
07/21/2023,PORT BARTON,4,PRIVATE,1000,BAYVIEW
07/21/2023,EN-SABANG,2,PRIVATE,6500,DOUBLEGEM
07/21/2023,PPC-EN,6,500,3000,MILAN
07/21/2023,PPC-EN,2,500,1000,MILAN
07/21/2023,PPC-EN,2,500,1000,MILAN
07/21/2023,PICK ITI,2,500,1000,PASAKAY NI VINCENT
07/21/2023,PPC-EN,2,600,1200,DOUBLEGEM
07/22/2023,PORT BARTON,2,1200,300,VELLAGO
07/22/2023,PPC-EN,12+1,PRIVATE,5000,MILAN
07/22/2023,EN-PPC,3,450,1350,ROLANDO aka INSTEK
07/22/2023,FRENDZ,2,450,900,FHERL 
07/22/2023,PPC-EN,4,500,2000,MILAN
07/22/2023,PPC-EN,1,500,500,MILAN
07/22/2023,EN-PPC,2,600,1200,DOUBLEGEM
07/23/2023,PPC-EN,2,450,900,MARVIN TO FHERL
07/24/2023,PPC-EN,2,500,1000,MILAN
07/25/2023,PICK ITI,2,PRIVATE,1000,MILAN
07/26/2023,EN-PPC,2,500,1000,MILAN
07/27/2023,EN-PPC,1,PRIVATE,5000,BAYVIEW
07/28/2023,PPC-EN,11+3,PRIVATE,6000,MILAN
07/29/2023,EN-PPC,5,500,2500,BAYVIEW
07/30/2023,PPC-EN,2,450,900,FHERL 
07/30/2023,PPC-EN,12,PRIVATE,5000,MILAN
07/30/2023,PPC-EN,4,450,1800,PASAKAY NI VINCENT
07/31/2023,PPC-EN,1,charge-900,,VELLAGO
07/31/2023,PPC-EN,2,500,1000,MILAN
07/31/2023,EN-PPC,4,500,2000,MILAN
08/13/2023,EN-PPC,2,1200,300,VELLAGO
08/13/2023,PPC-EN,7,PRIVATE,5000,MILAN
08/13/2023,EN-PPC,2,500,1000,CORAZON TRAVEL AND TOURS
08/13/2023,EN-PPC,6+1,500,3000,ELNIDO BAYVIEW RESORT
08/13/2023,EN-PPC,4,500,2000,FRENDZ
08/13/2023,EN-PPC,9,5000,,ARMAN
08/14/2023,PPC -PRIVATE,2,1200,300,VELLAGO
08/14/2023,PPC-EN,5+2,500,3000,MILAN
08/14/2023,EN-PPC,3,4300,5070,ARMAN
08/15/2023,PPC-EN,10,5000,4700,JOSEPH
08/16/2023,EN-PPC,2,500,1000,CORAZON TRAVEL AND TOURS
08/17/2023,PICK ITI,1,charge=900,,VELLAGO
08/17/2023,FRENDZ,1,450,450,FHERL 
08/17/2023,PPC-EN,2,500,1000,MILAN
08/17/2023,EN-PPC ,2,500,1000,ONE EL NIDO SUITE
08/17/2023,EN-PPC,2,500,1000,FRENDZ
08/17/2023,EN-PPC,1,500,500,MILAN
08/17/2023,PICK ITI,4,PRIVATE,1000,CORAZON TRAVEL AND TOURS
08/18/2023,DROP ITI,2,2000,600,VELLAGO
08/19/2023,PPC-EN,6,500,3000,MILAN
08/20/2023,PPC-EN,7,500,3500,MILAN
08/21/2023,EN-PPC,2,1200,300,VELLAGO
08/21/2023,PPC-EN,6,PRIVATE,5000,MILAN
08/21/2023,PPC-EN,1,500,500,CORAZON TRAVEL AND TOURS
08/21/2023,PICK ITI,2,PRIVATE,1000,BAYVIEW
08/21/2023,DROP ITI,4,PRIVATE,1000,BAYVIEW
08/21/2023,EN-PPC,2,500,1000,MILAN
08/21/2023,PPC-EN,4,500,2000,MILAN
08/21/2023,PPC-EN,3,500,1500,MILAN
08/21/2023,EN-PPC,3,550,1650, ST.JOHN
08/22/2023,DROP ITI,3,500,1500,WE GO TRAVEL AND TOURS
08/22/2023,EN-PPC,2,PRIVATE,2000,VELLAGO
08/22/2023,PPC-EN,2,500,1000,MILAN
08/22/2023,EN-PPC,6,500,3000,ROCK VIEW
08/22/2023,CUNA,2,450,900,JHEOFREY TO FHERL
08/22/2023,PICK ITI,1,charge -900,,VELLAGO
08/22/2023,EN-PPC,4,500,2000,MILAN
08/22/2023,EN-PPC,4,500,2000,MILAN
08/22/2023,EN-PPC,10,PRIVATE,5000,MILAN
08/22/2023,COCO-MILAN R/T,6+1,PRIVATE,1200,MILAN
08/22/2023,EN-PPC,3,500,1500,MILAN
08/22/2023,EN-PPC,2,1000,1000,DMC TRAVCON TRAVEL AND TOURS
08/23/2023,DROP ITI,2,PRIVATE,1000,CORAZON TRAVEL AND TOURS
08/24/2023,PICK ITI,7,PRIVATE,900,TARAWIS
08/25/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
08/26/2023,ROYAL PALM,5+1,450,2700,FHERL TO ANSLEY
08/27/2023,PPC-EN,2(3SEATS),450,1350,FRENDZ
08/28/2023,PPC-EN,4,450,1800,PASAKAY NI VINCENT
08/29/2023,MILAN,2,450,900,FHERL
08/30/2023,PPC-EN,2,500,1000,MILAN
08/30/2023,EN-PPC,4,500,2000,MILAN
08/31/2023,PPC-JOINER,2,450,900,MARVIN TO FHERL
08/31/2023,PPC-EN,9+1,PRIVATE,5000,MILAN
08/31/2023,PPC-EN,10,4600,4873,DA ROCK
09/13/2023,EN-JOINER,3,450,1350,MARVIN TO FHERL
09/13/2023,EN-PPC,3,450,1350,JHEOFREY TO FHERL
09/13/2023,PICK ITI,1,charge-900,,VELLAGO
09/13/2023,PPC-EN,5,500,2500,MILAN
09/13/2023,PPC-EN,3,500,1500,CORAZON TRAVEL AND TOURS
09/13/2023,EN-PPC,1,500,500,CORAZON TRAVEL AND TOURS
09/13/2023,EN-PPC,2,500,1000,FRENDZ
09/13/2023,PPC-EN,2,500,1000,MILAN
09/13/2023,EN-PPC,2,500,1000,MILAN
09/13/2023,PPC-EN,4,500,2000,MILAN
09/13/2023,DROP ITI,6,500,3000,MILAN
09/14/2023,MILAN,2,450,900,JHEOFREY TO FHERL
09/14/2023,EN-PPC,2,450,900,FHERL TO MARVIN
09/14/2023,PICK ITI,2,1200,300,VELLAGO
09/14/2023,PPC-EN,6+1,500,3000,MILAN
09/14/2023,EN-PPC,1,500,500,FRENDZ
09/14/2023,PICK ITI,4,450,1800,FHERL 
09/15/2023,EN-PPC,5,PRIVATE,5500, ST.JOHN
09/16/2023,PORT-HOTEL,2,PRIVATE,600,CORAZON TRAVEL AND TOURS
09/17/2023,D ONLY PLACE,2,1200,300,VELLAGO
09/17/2023,ROVIC,2,450,900,ELME
09/17/2023,PPC-EN,4,500,2000,MILAN
09/17/2023,PPC-EN,14,PRIVATE,7500,ELNIDO BAYVIEW RESORT
09/17/2023,EN-PPC,2,500,1000,FRENDZ
09/17/2023,EN-PPC,1,500,500,DOUBLEGEM
09/17/2023,PPC-EN,9,500,4500,MILAN
09/17/2023,PPC-EN,2,500,1000,MILAN
09/17/2023,PPC-EN,3,450,1350,GFS TRAVELISTA
09/18/2023,EN-PPC,2,500,1000,MILAN
09/19/2023,DROP ITI,2,1200,300,VELLAGO
09/20/2023,TERMINAL,2,450,900,ELME
09/21/2023,DROP ITI,2,450,900,FHERL TO TRIPI
09/21/2023,DROP ITI,2,1200,300,VELLAGO
09/21/2023,PPC-EN,2,500,1000,MILAN
09/21/2023,,,,1600,CORAZON TRAVEL AND TOURS
09/21/2023,PPC-EN,2,500,1000,MILAN
09/21/2023,PPC-EN,2,500,1000,MILAN
09/21/2023,EN-PPC,10,500,5000,MILAN
09/21/2023,EN-PPC,3,500,1500,MILAN
09/21/2023,EN-PPC,4,500,2000,MILAN
09/21/2023,EN-PPC,2,PRIVATE,1000,BAYVIEW
09/22/2023,EN-PPC,4,450,1800,JHEOFREY TO FHERL
09/22/2023,PPC-EN,3,500,1500,MILAN
09/22/2023,EN-PPC,2,500,1000,ONE EL NIDO SUITE
09/22/2023,EN-PPC,1,500,500,FRENDZ
09/22/2023,DROP ITI,4,2400,600,VELLAGO
09/22/2023,PPC-EN,6,500,3000,MILAN
09/22/2023,PPC-EN,2,500,1000,MILAN
09/22/2023,EN-PPC,2,500,1000,FRENDZ
09/23/2023,EN-PPC,2,500,1000,FRENDZ
09/24/2023,EN-PPC,2,500,1000,MILAN
09/25/2023,EN-PPC,6,500,3000,MILAN
09/26/2023,PPC-EN,7,500,3500,MILAN
09/27/2023,PPC-EN,12,PRIVATE,5000,MILAN
09/28/2023,PPC-EN,2,500,1000,ROCK VIEW
09/29/2023,EN-PPC,6,500,3000,MILAN
09/30/2023,EN-PPC,1,400,400,MARVIN TO FHERL
09/30/2023,EN-PPC,3,450,1350,JHEOFREY TO FHERL
09/30/2023,PICK ITI,2,1200,300,VELLAGO
09/30/2023,ROYAL PALM,2,450,900,ELME
09/30/2023,PPC-EN,2,500,1000,MILAN
09/30/2023,PICK ITI,5,500,2500,MILAN
10/13/2023,PPC-EN,5,PRIVATE,1200,CORAZON TRAVEL AND TOURS
10/13/2023,PPC-EN,4,500,2000,MILAN
10/13/2023,PPC-EN,4,500,2000,MILAN
10/13/2023,EN-PPC,5,500,2500,MILAN
10/13/2023,EN-PPC,6,500,3000,MILAN
10/13/2023,EN-PPC,11+1,PRIVATE,5000,MILAN
10/13/2023,EN-PPC,4,500,2000,MILAN
10/14/2023,EN-PPC,2,1200,300,VELLAGO
10/14/2023,PPC-EN,6,500,3000,MILAN
10/14/2023,DROP ITI,2,PRIVATE,1000,CORAZON TRAVEL AND TOURS
10/14/2023,PPC-EN,7,PRIVATE,5500,CORAZON TRAVEL AND TOURS
10/14/2023,PPC-EN,4,500,2000,MILAN
10/14/2023,PPC-EN,2,500,1000,MILAN
10/14/2023,EN-PPC,3,500,1500,MILAN
10/15/2023,EN-PPC,6,500,3000,MILAN
10/16/2023,PICK ITI,2,PRIVATE,1000,ELNIDO BAYVIEW RESORT
10/17/2023,DROP ITI,2,500,1000,HIDDEN GARDEN
10/17/2023,MARYGOLD,3,450,1350,BAYET TO FHERL
10/17/2023,PPC-EN,1,500,500,MILAN
10/17/2023,EN-PPC,2(seats),550,1650, ST.JOHN
10/17/2023,DROP ITI,6,PRIVATE,1000,BAYVIEW
10/17/2023,EN-PPC,3,500,1500,MILAN
10/17/2023,PPC-EN,2,1200,300,VELLAGO
10/18/2023,DREAMLAND,2,450,900,BAYET TO FHERL
10/19/2023,PPC-EN,4,PRIVATE,5000,MILAN
10/20/2023,PPC-JOINER,13,6400,4600,BOGS
10/21/2023,EN-JOINER,2,450,900,ROLANDO aka INSTEK
10/21/2023,PPC-EN,2,500,1000,HIDDEN GARDEN
10/21/2023,PICK ITI,2,1200,300,VELLAGO
10/21/2023,EN-PPC,2,500,1000,MILAN
10/21/2023,PPC-EN,2,7000,2000,VELLAGO
10/21/2023,EN-PPC,9,500,4500,MILAN
10/21/2023,PPC-EN,13,6600,,BOGS
10/22/2023,DROP ITI,2,500,1000,MILAN
10/22/2023,DROP ITI,2,1200,300,VELLAGO
10/22/2023,SANVIC-EN,3,PRIVATE,1000,CORAZON TRAVEL AND TOURS
10/23/2023,VINCENT,3,450,1350,PASAKAY NI VINCENT
10/24/2023,PICK ITI,2,1200,300,VELLAGO
10/25/2023,PICK ITI,2,charge-900,,VELLAGO
10/26/2023,EN-PPC,5,500,2500,MILAN
10/27/2023,EN-PPC,2,450,900,JHEOFREY TO FHERL
10/28/2023,PPC-EN,12,500,6000,BAYVIEW
10/29/2023,DROP ITI,5,PRIVATE,1000,DOUBLEGEM
10/30/2023,DROP ITI,2,1200,300,VELLAGO
10/30/2023,MARYGOLD,5,PRIVATE,1000,DOUBLEGEM
10/31/2023,DROP ITI,1,500,500,VELLAGO
10/31/2023,PPC-EN,2,500,1000,MILAN
10/31/2023,PPC-EN,5,PRIVATE,1000,DOUBLEGEM
11/13/2023,PPC-EN,6,PRIVATE,5000,ELNIDO BAYVIEW RESORT
11/13/2023,PPC-EN,2,7500,2000,VELLAGO
11/13/2023,PPC-EN,2,500,1000,MILAN
11/13/2023,EN-PRIVATE,6,5000,,BOGS
11/13/2023,PPC-JOINER,10,4750,5300,BOGS
11/13/2023,EN-PPC,2,500,1000,FRENDZ
11/13/2023,MILAN,2,450,900,FHERL
11/13/2023,MILAN,2,450,900,GFS TRAVELISTA
11/13/2023,EN-PPC,5,500,2500,MILAN
11/13/2023,EN-PPC,2,500,1000,DOUBLEGEM
11/14/2023,PPC-EN,6,PRIVATE,5000,ELNIDO BAYVIEW RESORT
11/14/2023,PORT BARTON,2,600,1200,DOUBLEGEM
11/14/2023,PORT BARTON,2,600,1200,DOUBLEGEM
11/14/2023,PORT BARTON,2,600,1200,DOUBLEGEM
11/14/2023,DROP ITI,2,1200,300,VELLAGO
11/14/2023,PPC-EN,9,500,4500,MILAN
11/14/2023,EN-PRIVATE,6,5000,,BOGS
11/14/2023,PPC-JOINER,11,5400,5775,BOGS
11/14/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
11/14/2023,BAYVIEW,2,500,,FHERL
11/14/2023,EN-PPC,2,PRIVATE,5000,DOUBLEGEM
11/14/2023,DROP ITI,2,charge-900,,VELLAGO
11/14/2023,PPC-EN,2,500,1000,MILAN
11/14/2023,PICK ITI,7+1,500,3500,MILAN
11/15/2023,PPC-EN,6,PRIVATE,5000,MILAN
11/16/2023,PPC-JOINER,11,5150,4370,BOGS
11/17/2023,EN-PRIVATE,4,500,2000,ELNIDO BAYVIEW RESORT
11/17/2023,PICK ITI,2,1200,300,VELLAGO
11/17/2023,PPC-EN,6,500,3000,MILAN
11/17/2023,EN-JOINER,13,6500,,BOGS
11/17/2023,EN-PPC,2,500,1000,BAYVIEW
11/17/2023,EN-PPC,2,500,1000,MILAN
11/17/2023,PPC-EN,2,500,1000,MILAN
11/17/2023,PPC-EN,3,500,1500,MILAN
11/17/2023,EN-PPC,18,500,9000,MILAN
11/17/2023,PPC-EN,7,500,3500,MILAN
11/17/2023,MAMOLSON,8,5000,,BOGS
11/18/2023,EN-JOINER,12,6000,,ARMAN
11/19/2023,PPC-PRIVATE,6,5000,5350,ARMAN
11/20/2023,EN-JOINER,12,5850,,JOSEPH
11/21/2023,EN-PPC,2,500,1000,MILAN
11/21/2023,PPC-EN,7,PVT,5000,WE GO TRAVEL AND TOURS
11/21/2023,PPC-EN,7,PRIVATE,5000,WE GO TRAVEL AND TOURS
11/21/2023,DROP ITI,2,1200,300,VELLAGO
11/21/2023,EN-PPC,2,500,1000,MILAN
11/21/2023,EN-JOINER,12,6000,,BOGS
11/21/2023,PPC-EN,2,500,1000,MILAN
11/21/2023,PPC-EN,7,500,3500,MILAN
11/21/2023,EN-PPC,5,500,2500,MILAN
11/21/2023,EN-PPC,6,500,3000,MILAN
11/21/2023,PPC-EN,6,500,3000,MILAN
11/22/2023,EN-PPC,4,PRIVATE,5000,MILAN
11/22/2023,EN-PPC,2,450,900,JHEOFREY TO FHERL
11/22/2023,PPC-EN,2,500,1000,ELNIDO BAYVIEW RESORT
11/22/2023,PPC-EN,2,500,1000,MILAN
11/22/2023,EN-PPC,8,PRIVATE,5000,CASA HENERAL
11/22/2023,PPC-PRIVATE,2,5000,5100,BOGS
11/22/2023,EN-JOINER,13,6500,,BOGS
11/22/2023,EN-PPC,6,500,3000,MILAN
11/23/2023,EN-PPC,2,550,1100, ST.JOHN
11/24/2023,REMA-AIRPORT,2,500,1000,DMC TRAVCON TRAVEL AND TOURS
11/25/2023,PPC-EN,4,balance,2600,CORAZON TRAVEL AND TOURS
11/26/2023,EN-PPC,2,PRIVATE,5000,BAYVIEW
11/27/2023,EN-PPC,2,500,1000,FRENDZ
11/28/2023,PPC-EN,3,450,1350,PASAKAY NI VINCENT
11/29/2023,ALEXUS,2,450,850,FHERL
11/30/2023,PPC-EN,3,450,1350,BAYET TO FHERL
11/30/2023,EN-PORT BARTON,2,600,1200,MILAN
11/30/2023,PPC-EN,2,500,1000,DOUBLEGEM
12/13/2023,DROP ITI,2,500,1000,BAYVIEW
12/13/2023,EN-BARTON,2,600,1200,DOUBLEGEM
12/13/2023,EN-BARTON,2,600,1200,DOUBLEGEM
12/13/2023,EN-BARTON,2,600,1200,DOUBLEGEM
12/13/2023,DROP ITI,6,1400,400,VELLAGO
12/13/2023,EN-PPC,1,500,500,MILAN
12/13/2023,EN-PPC,3,500,1500,FRENDZ
12/13/2023,EN-PPC,3,500,1500,DOUBLEGEM
12/13/2023,PICK ITI,2,1200,300,VELLAGO
12/13/2023,EN-PPC,3,500,1500,MILAN
12/13/2023,PORT BARTON,2,500,1000,MILAN
12/14/2023,PPC-EN,1,charge-900,,VELLAGO
12/14/2023,PPC-EN,5+1,500,2500,MILAN
12/14/2023,FRENDZ,1,450,450,MARK
12/14/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
12/14/2023,EN-PPC,5,500,2500,MILAN
12/14/2023,EN-PPC,7,500,3500,MILAN
12/14/2023,EN-PPC,2,500,1000,BAYVIEW
12/15/2023,PPC-EN,3+1,500,1500,MILAN
12/16/2023,PPC-EN,3,500,1500,THUMPS UP
12/17/2023,EN-PPC,4,450,1800,JHEOFREY TO FHERL
12/17/2023,EVA,2,450,900,FHERL TO TRIPI
12/17/2023,EVA,2,450,900,FHERL TO TRIPI
12/17/2023,PICK ITI,2,1200,300,VELLAGO
12/17/2023,MINA GRANDE,4,450,1800,BAYET TO FHERL
12/17/2023,PPC-EN,4,500,2000,MILAN
12/17/2023,EN-PPC,2+1,500,1500,MILAN
12/17/2023,EN-PPC,4,500,2000,MILAN
12/17/2023,EN-PPC,2+1,500,1000,MILAN
12/17/2023,PPC-EN,4,550,2200, ST.JOHN
12/18/2023,EN-PPC,13+1,PRIVATE,5500,MILAN
12/19/2023,DROP PORT,2,1200,500,VELLAGO
12/20/2023,LIME,2,450,900,ELME
12/21/2023,EN-PPC,2,500,1000,MILAN
12/21/2023,PICK ITI,8,PRIVATE,2000,BAYVIEW
12/21/2023,PPC-EN,1,500,500,EVA
12/21/2023,DROP ITI,2,1200,300,VELLAGO
12/21/2023,EN-PPC,4,500,2000,MILAN
12/21/2023,FRENDZ,3,450,1350,FHERL
12/21/2023,PICK ITI,2,PRIVATE,1000,BAYVIEW
12/21/2023,BIBILADAN,2,450,900,FHERL TO ANSLEY
12/21/2023,EN-PPC,3,500,1500,DOUBLEGEM
12/21/2023,DROP ITI,2,1200,300,VELLAGO
12/21/2023,EN-PPC,2,500,1000,CORAZON TRAVEL AND TOURS
12/22/2023,EN-PPC,8,500,4000,MILAN
12/22/2023,PPC-EN,2,500,1000,BAYVIEW
12/22/2023,LIME,4,450,1800,JHEOFREY TO FHERL
12/22/2023,DROP ITI,3,1200,300,VELLAGO
12/22/2023,PPC-EN,9,PRIVATE,5000,MILAN
12/22/2023,EN-PPC,2,500,1000,CORAZON TRAVEL AND TOURS
12/22/2023,DROP ITI,2,1200,300,VELLAGO
12/22/2023,PICK ITI,2,1200,300,VELLAGO
12/22/2023,PPC-EN,7,500,3500,MILAN
12/22/2023,EN-PPC,2,500,1000,MILAN
12/22/2023,EN-PPC,2,500,1000,MILAN
12/22/2023,PPC-EN,2+1,500,1500,MILAN
12/22/2023,PICK ITI,2,PRIVATE,1000,MILAN
12/22/2023,EN-PPC,3,500,1500,MILAN
12/22/2023,EN-PPC,4,500,2000,MILAN
12/22/2023,EN-PPC,4,500,2000,MILAN
12/22/2023,TOUR C,2,500,1000,FRENDZ
12/23/2023,ST JOHN,2,450,900,FHERL
12/24/2023,PPC-EN,3,450,1350,GFS TO MAYMAY
12/25/2023,EN-PPC,2,500,1000,MILAN
12/26/2023,PPC-EN,8,500,4000,MILAN
12/27/2023,PICK ITI,2,1200,300,VELLAGO
12/28/2023,FRENDZ,1,450,450,MARK
12/29/2023,EN-PPC,3+2,500,2000,MILAN
12/30/2023,EN-PPC,5+3,PRIVATE,5000,BAYVIEW
12/30/2023,EN-PPC,3,500,1500,DOUBLEGEM
12/30/2023,DULI,7,PRIVATE,4000,DOUBLEGEM
12/30/2023,EN-PPC,3,500,1500,DOUBLEGEM
12/30/2023,DULI,7,PRIVATE,4000,DOUBLEGEM
12/30/2023,KEELOMA,2,1200,300,VELLAGO
12/30/2023,EN-PPC,2,500,1000,MILAN
12/30/2023,PORT BARTON,2,500,1000,MILAN
12/31/2023,EN-PPC,7,500,3500,BAYVIEW
12/31/2023,PORT BARTON,2,600,1200,DOUBLEGEM
12/31/2023,SAN VICENTE,7,600,4200,DOUBLEGEM
12/31/2023,PORT BARTON,2,600,1200,DOUBLEGEM
12/31/2023,SAN VICENTE,7,600,4200,DOUBLEGEM
12/31/2023,DROP ITI,2,1200,300,VELLAGO
01/01/2023,PPC-EN,1.877310924,PRIVATE,1635.304033,CORAZON TRAVEL AND TOURS
01/01/2023,EN-PPC,1.778431373,500,1634.68008,BAYVIEW
,TINIGUIBAN,,,,
,,,,,
